"","orgao","objeto","fornecedor","valor"
"85","HABITAÇÃO","EXECUÇÃO DE OBRAS DO PROGRAMA DE URBANIZAÇÃO DE FAVELAS – LOTE 15, NO ÂMBITO DA COORDENADORIA DE HABITAÇÃO DA SEHAB, INTEGRADA PELA SUPERINTENDENCIA DE HABITAÇÃO POPULAR – HABI, PELO PROGRAMA MANANCIAIS E PELO DEPARTAMENTO DE REGULARIZAÇÃO DO PARCELAMENTO DO SOLO  - RESOLO","EMPRESA SCHAHIN ENGENHARIA S/ A",104109085.59
"86","HABITAÇÃO","EXECUÇÃO DE OBRAS DO PROGRAMA DE SANEAMENTO, PROTEÇÃO AMBIENTAL E RECUPERAÇÃO DA QUALIDADE DAS ÁGUAS EM ÁREAS DEGRADADAS DE MANANCIAL HÍDRICO DAS BACIAS GUARAPIRANGA E BILLINGS, URBANIZAÇÃO DE FAVELAS E REGULARIZAÇÃO DE LOTEAMENTOS PRECÁRIOS – LOTE 10, NO ÂMBITO DA COORDENADORIA DE HABITAÇÃO DA SECRETARIA MUNICIPAL DE HABITAÇÃO – SEHAB, INTEGRADA PELA SUPERINTENDÊNCIA DE HABITAÇÃO POPULAR – HABI, PELO PROGRAMA MANANCIAIS E PELO DEPARTAMENTO DE REGULARIZAÇÃO DE PARCELAMENTO DO SOLO - RESOLO.","CONSÓRCIO BLK / KALLAS",137362592.28
"87","SEGURANÇA URBANA","Contratação de prestação de serviços de locação de veículos caracterizados e descaracterizados para a Guarda Civil Metropolitana","CS BRASIL TRANSP PASS E SERV AMB LTDA.",30594537.48
"88","SUBPREFEITURA: CIDADE ADEMAR","Contratação de empresa de engenharia para execução de obras de reforma do CDC MAR PAULISTA – REPRESA NOVA, com implantação de grama sintética, alambrado e preparação de infraestrutura para iluminação no campo de futebol – SP-AD.","CONSTRUTORA LETTIERI CORDARO LTDA.",952955.24
"89","SUBPREFEITURA: BUTANTÃ","contratação de empresa para prestação de serviços de limpeza, asseio e conservação predial nas dependências da Subprefeitura Butantã, Prédio Anexo – I (apreensão), Prédio Anexo – II (supervisão de esportes), e Conselho Tutelar e Junta Militar, localizados à Rua Dr. Ulpiano da Costa Manso, nº. 201 – Jardim Peri-Peri, com fornecimento de mão de obra, saneantes domissanitários, materiais e equipamentos, visando à obtenção de adequadas condições de salubridades e higiene, sob a inteira responsabilidade da contratada, pelo período de 12 (doze) meses prorrogável por igual ou inferior período, de acordo com as especificações técnicas descritas no ANEXO – II do Edital.","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA",267142.76
"90","SUBPREFEITURA: CIDADE ADEMAR","Contratação de empresa de engenharia para execução de obras de reforma no CDC NITERÓI, com iluminação do campo de futebol, substituição de alambrado e instalação de equipamento de lazer – SP-AD.","CONSTRUTORA LETTIERI CORDARO LTDA.",315969.94
"91","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE EQUIPAMENTO MÉDICO HOSPITALAR, SENDO: URETROCISTOSCÓPIO","LABOR MED APARELHAGEM DE PRESCISÃO LTDA.",49500
"92","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS","COMERCIAL DE ALIMENTOS NUTRIVIP DO BRASIL LTDA.",12525
"93","SERVIÇO FUNERÁRIO","Contratação de empresa para serviços de manutenção preventiva e corretiva de elevador tipo monta carga instalado no Crematório Dr. Jaime Augusto Lopes, pelo período de 12(doze) meses","ALPR ELEVADORES LTDA",4934.8
"94","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","SANED ENGENHARIA E EMPREENDIMENTOS LTDA",577019.85
"95","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","EEC ENGENHARIA E CONSTRUÇÕES LTDA",99851.86
"96","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","TRAJETO CONSTRUÇÕES E SERVIÇOS LTDA",99887.73
"97","SERVIÇO FUNERÁRIO","Manutenção e conservação de áreas externas e verdes do Cemitérios e Crematório","CONTRURBAN LOGÍSTICA AMBIENTAL LTDA",477183.13
"98","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","SP ENGE CONSTRUTORA LTDA",99999.86
"99","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR","MEDICAL LINE COM. E MAT. MÉDICO HOSPITALAR LTDA.",24898.6
"100","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","ÉPURA ENGENHARIA E CONSTRUÇÕES LTDA",226594.94
"101","SERVIÇO FUNERÁRIO","Manutenção e conservação de áreas externas e verdes dos Cemitérios e Crematório","DEMAX SERVIÇOS E COMÉRCIO LTDA",490588.66
"102","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","SP ENGE CONSTRUTORA LTDA",599999.38
"103","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","FLASA ENGENHARIA E CONSTRUÇÕES LTDA",59393.32
"104","SERVIÇO FUNERÁRIO","Manutenção e conservação das áreas externas e verdes dos Cemitérios e Crematório","ERA TÉCNICA ENGª. CONSTRUÇÕES E SERVIÇOS LTDA",1081309.25
"105","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","CONSTRUTORA PROGREDIOR LTDA",599037.3
"106","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR","AUTO SUTURE DO BRASIL LTDA.",293396
"107","DESENVOLVIMENTO,TRABALHO E EMPREENDEDORISMO","Execução de serviços gerais de manutenção, com fornecimento de materiais e mão-de-obra especializada.","JL ENGENHARIA E CONSTRUÇÃO EIRELI",101118.85
"108","VERDE E MEIO AMBIENTE","Aquisição de microcomputadores e monitores - Ata de Registro de Preços PRCTBNAA/PRCTBNAASCL nº 008/14. Detentora: Lenovo Tecnologia (Brasil) Ltda., CNPJ nº 07.275.920/0001-61.","LENOVO TECNOLOGIA (BRASIL) LTDA",157650
"109","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","SP ENGE CONSTRUTORA LTDA",599813.34
"110","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS","JBS S/A",108815
"111","SERVIÇO FUNERÁRIO","Manutenção e conservação das áreas externas e verdes dos Cemitérios e Crematório","TRAJETO CONSTRUÇOES E SERVIÇOS LTDA",1594164.68
"112","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","MAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA",599954.38
"113","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","FLASA ENGENHARIA E CONSTRUÇÕES LTDA",585692.45
"114","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","MATERIAL FARMACOLOGICO","ANTIBIÓTICOS DO BRASIL LTDA",246510
"115","SERVIÇO FUNERÁRIO","Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva do elevador instalado no Velório São Paulo pelo período de 12 (doze) meses","ELEVADORES VILLARTA LTDA",16800
"116","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","PROFAC ENGENHARIA E COMÉRCIO LTDA",599919.45
"117","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","PILÃO ENGENHARIA E CONSTRUÇÕES LTDA",585384.45
"118","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","LICENÇA DE USO PERMANENTE DE SOFTWARE DE LEITURA, TRANSFORMAÇÃO E CARGA DE DADOS (ETL) GEOGRÁFICOS, COM INSTALAÇÃO, CONFIGURAÇÃO, TREINAMENTO, OPERAÇÃO ASSISTIDA E CONSULTORIA","INOVAÇÃO TECNOLOGIA DA INFORMAÇÃO GEOGRAFICA LTDA.",750000
"119","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","TEMAFE ENGENHARIA E CONSTRUÇÕES LTDA",980174.65
"120","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","PILÃO ENGENHARIA E CONSTRUÇÕES LTDA",519666.02
"121","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","LEMAM CONSTRUÇÕES E COMÉRCIO LTDA",540352.79
"122","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","CLM CONSTRUÇÕES E EMPREENDIMENTOS IMOBILIÁRIOS LTD",591816.37
"123","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","EEC ENGENHARIA E CONSTRUÇÕES LTDA",953354.33
"124","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","ENGENHARIA E COMÉRCIO RIGEL LTDA",998899.18
"125","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","TEMAFE ENGENHARIA E CONSTRUÇÕES LTDA",618745.26
"126","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","CONSTRUTORA ITAJAÍ LTDA",616083.16
"127","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações","PILÃO ENGENHARIA E CONSTRUÇÕES LTDA",576904.92
"128","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","PROFAC ENGENHARIA E COMÉRCIO LTDA",599098.57
"129","CULTURA","Contratação de serviços para desenvolvimento de projeto de educação patrimonial para o DPH – Departamento do Patrimônio Histórico, visando o atendimento especializado ao público visitante dos seus equipamentos culturais: Casas Históricas, Museus e Monumentos","AEP Serviços Culturais Ltda",861506.1
"130","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","MAS CONSTRUÇÕES E EMPREENDIMENTOS LTDA",397292.19
"131","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","JRA EMPREENDIMENTOS E ENGENHARIA LTDA",599030
"132","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","CONSTRUMEDICI ENGENHARIA E COMÉRCIO LTDA",1143007.77
"133","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços gerais de manutenção com fornecimento de materiais de primeira linha e mão-de-obra especializada para execução de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações e modificações.","TRAJETO CONSTRUÇÕES E SERVIÇOS LTDA",99967.87
"134","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Circuito MMA – Super Heroes 8”","SINDICATO DAS ENTIDADES DE ADMINISTRAÇÃO DO DESPO",160000
"135","SAÚDE","Tratamento em Radioterapia com Intensidade do Feixe Modulada – IMRT.","FUNDAÇÃO ANTONIO PRUDENTE",150000
"136","SAÚDE","celebração de CONVÊNIO junto à Associação Aliança Casa de Apoio Amigos da Vida - ACAAV.","ASSOCIAÇÃO CASA DE APOIO AMIGOS DA VIDA - ACAAV",60000
"137","SAÚDE","Celebração de Convênio com a ASSOCIAÇÃO SAÚDE DA FAMÍLIA, CNPJ 68.311.216/0001-01, relativamente às atividades da AMA Especialidades do Jardim Icaraí","ASSOCIAÇÃO SAÚDE DA FAMÍLIA",10956895.29
"138","SUBPREFEITURA: JABAQUARA","IMPLANTAÇÃO DE AREA DE LAZER ENTRE AS RUAS MARCO PALMEZZANO E GEORGE EBERS.","SKJ ENGENHARIA E CONSTRUÇÕES LTDA",158860.51
"139","SUBPREFEITURA: JABAQUARA","Contratação para locação de 02 (dois) caminhões basculantes trucados, 01 (um) pá carregadeira de pneu e 01 (um) escavadeira hidráulica, com operador/motorista e combustível, 160 (cento e sessenta) horas mensais, por um período de 12 (doze) meses, prorrogável nos termos da legislação vigente.","CONSTRUTORA ANASTÁCIO LTDA",1115328
"140","SAÚDE","Desenvolvimento das atividades relacionadas ao Programa Saúde da Família","ADVENTISTA DE ENSINO – IAE",36032414.93
"141","SAÚDE","Prestação do serviço de oxigenoterapia domiciliar prolongada","WHITE MARTINS GASES INDUSTRIAIS LTDA",34012.27
"142","SAÚDE","Prestação do serviço de oxigenoterapia domiciliar prolongada","WHITE MARTINS GASES INDUSTRIAIS LTDA",5101840
"143","HABITAÇÃO","Contratação de empresa especializada em locação de banheiros químicos.","MAGIKIBAN DE COMERCIO E SERVIOS LTDA.",27720
"144","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",408650.52
"145","HABITAÇÃO","parceria para implantação de empreendimento habitacional de interesse social, através do Programa Minha Casa Minha Vida Entidades- PMCMV/E","APOIO -ASSOCIAÇÃO DE AUXÍLIO MÚTUO DA REGIÃO LESTE",NA
"146","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",202122.18
"147","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",374103.99
"148","SERVIÇOS","Contratação de prestação de serviços de manutenção para 66 (sessenta e seis) viaturas tipo Unidade de Resgate (UR), para serem utilizadas pelo Corpo de Bombeiros Metropolitano com fornecimento de peças e mão de obra","AGRICOL DIESEL LTDA.",16650000
"149","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",365022.34
"150","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",178250.06
"151","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",177955.25
"152","ESPORTES, LAZER E RECREAÇÃO","Prestação de serviços de limpeza, controle micro bacteriológico, controle químico de piscina e monitoramento aquático, através de empresa especializada, com fornecimento de materiais e equipamentos necessários à perfeita execução dos serviços dos Clubes, conforme especificações técnicas detalhadas no Anexo I do Edital","HIGIENIX HIGIENIZAÇÃO E SERVIÇOS LTDA.",464922.22
"153","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do Programa Clube Escola – Temático de Lutas","FEDERAÇÃO DO DESPORTO ESCOLAR DO ESTADO DE SÃO PAU",NA
"154","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do Programa Clube Escola – Temático de Lutas","FEDERAÇÃO DO DESPORTO ESCOLAR DO ESTADO DE SÃO PAU",NA
"155","SAÚDE","CONTRATAÇÃO  DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE LIMPEZA TÉCNICA  HOSPITALAR E PREDIAL","LIMPADORA CALIFORNIA LTDA",387092.86
"156","SUBPREFEITURA: VILA PRUDENTE","Instalação de equipamentos de ginástica ao ar livre no CDC Vila Darly – Execução e adequação de piso, instalação de equipamentos de ginástica ao ar livre e paisagismo, com fornecimento de materiais de 1ª linha e mão de obra especializada, nos termos estabelecidos no Edital e seus anexos.","CENTURY CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA",59204.42
"157","SAÚDE","CONTRATAÇÃO  DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE LIMPEZA TÉCNICA  HOSPITALAR E PREDIAL","COR LINE SISTEMA DE SERVIÇOS LTDA",37115.74
"158","SAÚDE","CONTRATAÇÃO  DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE LIMPEZA TÉCNICA  HOSPITALAR E PREDIAL","TB SERVIÇOS, TRANSPORTE, LIMPEZA, GERENCIAMENTO E",411136.93
"159","SÃO PAULO URBANISMO","Operacionalização de Seguro de Acidentes Pessoais para Estagiários de Nível Superior contratados pela SP-Urbanismo, com vista a atender o Art. 9º da Lei Federal nº 11.788 de 25/09/08 e nas condições estabelecidas nos Acordos de Cooperação e Termos de Compromisso de Estágio.","CHUBB DO BRASIL COMPANHIA DE SEGUROS",2804.64
"160","SAÚDE","Contratação de empresa para locação de geradores de energia, movido a diesel ou gasolina, bem como a instalação, manutenção do referido equipamento, incluindo o fornecimento de mão de obra e materiais, para as unidades pertencentes à Coordenadoria Regional de Saúde SUL, conforme descrito no ANEXO I.","POWER BRASIL LOCAÇÃO E COMÉRCIO DE GRUPOS GERADOR",4000
"161","GOVERNO MUNICIPAL","Contratação de empresa especializada para prestação de serviços de instalação de ramais e aparelhos telefônicos, manutenção corretiva e preventiva e programação digital e analógica, ampliação e expansão em rede  de telefonia e centrais telefônica nas dependências dos Edifícios Matarazzo, São Joaquim e na Procuradoria da Fazenda Municipal, de acordo com a descrição constante do Anexo I – Termo de Referência, do ajuste","R&A COMERCIO DE EQUIPAMENTOS TELEFONICOS LTDA.",526800
"162","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","ASSOC. ESPIRITA FÉ ESPERANÇA E CARIDADE",7211.96
"163","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Assistência República Jovem","PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA",17337.85
"164","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS –MODALIDADE: CIRCO ESCOLA","CENTRO DEFESA DIR. CR. E ADOL. CEDECA INTERLAGOS",5000
"165","NEGÓCIOS JURÍDICOS","Contratação de empresa especializada na prestação de serviços de ((NG))VIGILÂNCIA E SEGURANÇA PATRIMONIAL DESARMADA((CL)) com efetiva cobertura dos postos designados, nas dependências do prédio sede de DESAP, situado na Rua Conselheiro Furtado, 166 – Liberdade – São Paulo – SP, com a finalidade de garantir a incolumidade física das pessoas e a integridade do patrimônio no local, conforme especificações constantes do Anexo I do Edital.","MRS SEGURANÇA E VIGILÂNCIA PATRIMONIAL EIRELI - M",114598.2
